id,name,x,y,simc,prng,kind,gmina,powiat
3941,Majki Duże,546.381,557.943,0579684,75716,wieś,Zawidz-gmina wiejska,sierpecki
3942,Majki Małe,544.652,556.282,0579690,75717,wieś,Zawidz-gmina wiejska,sierpecki
3943,Majki-Tykiewki,574.607,653.452,0520886,75715,wieś,Sypniewo-gmina wiejska,makowski
3944,Mak,562.828,556.934,0112118,75783,wieś,Bieżuń-gmina miejsko-wiejska,żuromiński
3945,Makarówka,480.073,765.714,0012635,75790,wieś,Huszlew-gmina wiejska,łosicki
3946,Makomazy,547.474,556.590,0579709,75797,wieś,Zawidz-gmina wiejska,sierpecki
3947,Makowica,557.154,643.875,0521236,75813,wieś,Szelków-gmina wiejska,makowski
3948,Makowiec,389.187,654.228,0637074,75822,wieś,Skaryszew-gmina miejsko-wiejska,radomski
3949,Makowiec-Leśniczówka,387.643,655.122,0637097,194963,osada leśna,Skaryszew-gmina miejsko-wiejska,radomski
3950,Maksymilianów,406.198,630.567,0634207,75894,wieś,Przytyk-gmina miejsko-wiejska,radomski
3951,Maksymilianów,513.740,687.424,0675608,75892,wieś,Korytnica-gmina wiejska,węgrowski
3952,Maków,388.990,656.559,0637105,75863,wieś,Skaryszew-gmina miejsko-wiejska,radomski
3953,Maków Mazowiecki,557.558,641.365,0966300,75867,miasto,Maków Mazowiecki-gmina miejska,makowski
3954,Maków Nowy,391.024,654.513,0991025,75868,wieś,Skaryszew-gmina miejsko-wiejska,radomski
3955,Makówiec Duży,501.492,686.023,0670380,75871,wieś,Dobre-gmina miejsko-wiejska,miński
3956,Makówiec Mały,500.664,687.026,0670396,75873,wieś,Dobre-gmina miejsko-wiejska,miński
3957,Makówka,466.632,610.015,0002341,75875,wieś,Grodzisk Mazowiecki-gmina miejsko-wiejska,grodziski
3958,Malamówka,426.184,683.061,0680532,75919,wieś,Maciejowice-gmina miejsko-wiejska,garwoliński
3959,Malanowo,493.829,586.709,0009604,75923,wieś,Brochów-gmina wiejska,sochaczewski
3960,Malanowo Nowe,548.639,533.276,0571493,75924,wieś,Mochowo-gmina wiejska,sierpecki
3961,Malanowo Stare,547.219,534.559,0571553,75925,wieś,Mochowo-gmina wiejska,sierpecki
3962,Malanówko,548.053,531.780,0571435,75931,wieś,Mochowo-gmina wiejska,sierpecki
3963,Malcanów,478.444,662.362,0010056,75956,wieś,Wiązowna-gmina wiejska,otwocki
3964,Malczyn,525.741,615.911,0120218,75982,wieś,Nasielsk-gmina miejsko-wiejska,nowodworski
3965,Malechy,555.613,635.048,0116949,75996,wieś,Karniewo-gmina wiejska,makowski
3966,Malenie,524.339,576.489,0561419,76007,wieś,Bulkowo-gmina wiejska,płocki
3967,Malewo,548.089,566.326,0123808,76053,wieś,Raciąż-gmina wiejska,płoński
3968,Malinowo Nowe,564.384,686.165,0508336,88941,wieś,Czerwin-gmina wiejska,ostrołęcki
3969,Malinowo Stare,564.205,687.434,0508419,129155,wieś,Czerwin-gmina wiejska,ostrołęcki
3970,Malinówka,541.991,702.848,0514383,193434,osada leśna,Małkinia Górna-gmina miejsko-wiejska,ostrowski
3971,Malinówka,541.725,702.849,0514390,76205,osada leśna,Małkinia Górna-gmina miejsko-wiejska,ostrowski
3972,Maliszew,478.233,671.924,0681810,76235,wieś,Mińsk Mazowiecki-gmina wiejska,miński
3973,Maliszewko,535.039,566.508,0563401,76236,wieś,Drobin-gmina miejsko-wiejska,płocki
3974,Maliszów,382.972,647.385,0627118,76243,wieś,Kowala-gmina wiejska,radomski
3975,Maluszyn,557.186,535.912,0578466,76277,wieś,Szczutowo-gmina wiejska,sierpecki
3976,Malużyn,543.536,595.612,0114732,76282,wieś,Glinojeck-gmina miejsko-wiejska,ciechanowski
3977,Malwinowo,533.632,647.773,0523844,76283,wieś,Zatory-gmina wiejska,pułtuski
3978,Mamino,578.232,655.078,0520892,77262,wieś,Sypniewo-gmina wiejska,makowski
3979,Many,457.110,617.754,0009277,77328,wieś,Tarczyn-gmina miejsko-wiejska,piaseczyński
3980,Marcelin,501.561,690.400,0670404,77374,wieś,Dobre-gmina miejsko-wiejska,miński
3981,Marcelów,406.231,649.615,0624976,77380,wieś,Jedlińsk-gmina wiejska,radomski
3982,Marcelów,398.954,667.700,0631172,77381,wieś,Pionki-gmina wiejska,radomski
3983,Marcjanka,505.268,574.984,0579158,77493,wieś,Wyszogród-gmina miejsko-wiejska,płocki
3984,Marcule,361.062,655.179,0623333,77511,osada,Iłża-gmina miejsko-wiejska,radomski
3985,Mariampol,424.387,658.777,0619656,77567,wieś,Głowaczów-gmina miejsko-wiejska,kozienicki
3986,Mariampol,465.333,600.820,0728552,77565,wieś,Jaktorów-gmina wiejska,grodziski
3987,Mariampole,561.808,653.035,0508744,77576,wieś,Czerwonka-gmina wiejska,makowski
3988,Marianka,458.545,623.404,0009283,77603,wieś,Tarczyn-gmina miejsko-wiejska,piaseczyński
3989,Marianka,511.608,523.792,0564599,77590,wieś,Gostynin-gmina wiejska,gostyniński
3990,Marianka,487.798,688.604,0673845,77601,wieś,Kałuszyn-gmina miejsko-wiejska,miński
3991,Marianka,479.315,677.119,0681840,77602,wieś,Mińsk Mazowiecki-gmina wiejska,miński
3992,Marianka,454.421,608.319,0732683,77596,wieś,Mszczonów-gmina miejsko-wiejska,żyrardowski
3993,Marianki,377.260,672.972,0617597,77643,wieś,Ciepielów-gmina miejsko-wiejska,lipski
3994,Marianki,418.911,645.154,0638837,77640,wieś,Stromiec-gmina wiejska,białobrzeski
3995,Marianowice,399.751,636.971,0642744,77657,wieś,Zakrzew-gmina wiejska,radomski
3996,Marianowo,542.547,608.396,0126020,77680,wieś,Sońsk-gmina wiejska,ciechanowski
3997,Marianowo,558.775,591.939,0126770,77679,kolonia,Strzegowo-gmina wiejska,mławski
3998,Marianowo,581.713,598.193,0128102,77678,wieś,Szydłowo-gmina wiejska,mławski
3999,Marianowo,545.088,667.949,0509608,77681,wieś,Długosiodło-gmina wiejska,wyszkowski
4000,Marianowo,587.856,620.945,0512496,77682,wieś,Krzynowłoga Mała-gmina wiejska,przasnyski
4001,Marianów,490.197,606.529,0004506,77700,wieś,Leszno-gmina wiejska,warszawski zachodni
4002,Marianów,519.033,653.977,0509040,77698,wieś,Dąbrówka-gmina wiejska,wołomiński
4003,Marianów,514.481,669.900,0521450,77699,wieś,Tłuszcz-gmina miejsko-wiejska,wołomiński
4004,Marianów,513.197,536.855,0564607,77696,wieś,Gostynin-gmina wiejska,gostyniński
4005,Marianów,452.611,638.086,0616712,77707,wieś,Chynów-gmina wiejska,grójecki
4006,Marianów,412.605,665.788,0619662,77714,wieś,Głowaczów-gmina miejsko-wiejska,kozienicki
4007,Marianów,400.573,694.546,0620004,77717,wieś,Gniewoszów-gmina wiejska,kozienicki
4008,Marianów,446.732,630.972,0622322,77708,wieś,Grójec-gmina miejsko-wiejska,grójecki
4009,Marianów,370.902,670.335,0635626,77715,wieś,Rzeczniów-gmina wiejska,lipski
4010,Marianów,359.509,694.827,0638010,77719,wieś,Solec nad Wisłą-gmina miejsko-wiejska,lipski
4011,Marianów,445.670,671.851,0671450,77711,wieś,Garwolin-gmina wiejska,garwoliński
4012,Marianów,522.163,692.014,0691027,77709,wieś,Stoczek-gmina wiejska,węgrowski
4013,Marianów Sierakowski,499.321,527.373,0564582,77745,wieś,Gostynin-gmina wiejska,gostyniński
4014,Mariańskie Porzecze,448.903,660.541,0693925,77770,wieś,Wilga-gmina wiejska,garwoliński
4015,Mariew,492.235,618.242,0008906,77775,wieś,Stare Babice-gmina wiejska,warszawski zachodni
4016,Mariówka,392.583,611.370,0633975,77793,wieś,Przysucha-gmina miejsko-wiejska,przysuski
4017,Marki,498.590,644.008,0920901,77801,miasto,Marki-gmina miejska,wołomiński
4018,Markowola,399.894,696.735,0620033,77866,wieś,Gniewoszów-gmina wiejska,kozienicki
4019,Markowola-Kolonia,400.828,697.458,0620040,77867,wieś,Gniewoszów-gmina wiejska,kozienicki
4020,Marków-Towarzystwo,457.251,602.569,0732708,77879,wieś,Mszczonów-gmina miejsko-wiejska,żyrardowski
4021,Marków-Świnice,458.579,601.836,0732690,77878,wieś,Mszczonów-gmina miejsko-wiejska,żyrardowski
4022,Martynów,444.203,647.241,0616729,78027,wieś,Chynów-gmina wiejska,grójecki
4023,Marusy,547.822,617.020,0126304,78045,wieś,Sońsk-gmina wiejska,ciechanowski
4024,Maruszów,360.820,684.511,0628307,78056,wieś,Lipsko-gmina miejsko-wiejska,lipski
4025,Marychnów,532.205,572.615,0576651,78081,wieś,Staroźreby-gmina miejsko-wiejska,płocki
4026,Marylka,460.050,629.756,0009308,78093,wieś,Tarczyn-gmina miejsko-wiejska,piaseczyński
4027,Marynin,467.518,617.364,0002358,78109,wieś,Grodzisk Mazowiecki-gmina miejsko-wiejska,grodziski
4028,Marynin,448.015,651.313,0616735,78110,wieś,Chynów-gmina wiejska,grójecki
4029,Marynin,435.898,640.956,0623675,78112,wieś,Jasieniec-gmina wiejska,grójecki
4030,Marynino,518.774,636.342,0008303,78123,wieś,Serock-gmina miejsko-wiejska,legionowski
4031,Maryno,398.553,667.191,0625473,78142,wieś,Jedlnia-Letnisko-gmina miejsko-wiejska,radomski
4032,Marysin,468.341,628.284,0004914,78175,wieś,Lesznowola-gmina wiejska,piaseczyński
4033,Marysin,565.723,565.222,0112041,78171,osada leśna,Bieżuń-gmina miejsko-wiejska,żuromiński
4034,Marysin,392.960,609.843,0618929,78201,wieś,Gielniów-gmina miejsko-wiejska,przysuski
4035,Marysin,430.133,618.154,0629376,78181,wieś,Mogielnica-gmina miejsko-wiejska,grójecki
4036,Marysin,401.195,623.457,0632438,78189,wieś,Potworów-gmina wiejska,przysuski
4037,Marysin,486.492,695.430,0673897,78176,wieś,Kałuszyn-gmina miejsko-wiejska,miński
4038,Marysin,477.846,703.331,0676737,78177,wieś,Kotuń-gmina wiejska,siedlecki
4039,Marysin,508.571,684.274,0692015,78179,wieś,Strachówka-gmina wiejska,wołomiński
4040,Marysin,495.177,583.493,0732022,78173,wieś,Młodzieszyn-gmina wiejska,sochaczewski
4041,Marysinek,483.138,603.090,0000454,78212,wieś,Błonie-gmina miejsko-wiejska,warszawski zachodni
4042,Marysinek,561.703,582.619,0126899,78211,wieś,Strzegowo-gmina wiejska,mławski
4043,Marysinek,477.458,584.372,0733790,78213,wieś,Nowa Sucha-gmina wiejska,sochaczewski
4044,Marywil,378.590,628.853,0639386,78226,wieś,Szydłowiec-gmina miejsko-wiejska,szydłowiecki
4045,Masiak,591.096,616.961,0512504,78261,wieś,Krzynowłoga Mała-gmina wiejska,przasnyski
4046,Maszewo,522.713,542.011,0576237,78331,wieś,Stara Biała-gmina wiejska,płocki
4047,Maszewo Duże,523.728,542.915,0576243,78333,wieś,Stara Biała-gmina wiejska,płocki
4048,Maszna,485.136,598.141,0738817,78357,wieś,Teresin-gmina wiejska,sochaczewski
4049,Matały,519.748,692.248,0679090,78421,wieś,Łochów-gmina miejsko-wiejska,węgrowski
4050,Matejki,530.743,730.588,0690619,78429,wieś,Sterdyń-gmina wiejska,sokołowski
4051,Matyldzin,421.830,652.485,0638843,78511,wieś,Stromiec-gmina wiejska,białobrzeski
4052,Matyldów,509.275,546.958,0569591,78505,wieś,Łąck-gmina wiejska,płocki
4053,Matyldów,488.696,572.813,0736818,78506,wieś,Rybno-gmina wiejska,sochaczewski
4054,Maurycew,476.123,592.694,0738823,78531,wieś,Teresin-gmina wiejska,sochaczewski
4055,"Mazewo Dworskie""A""",529.283,617.985,0120230,78563,wieś,Nasielsk-gmina miejsko-wiejska,nowodworski
4056,"Mazewo Dworskie""B""",528.165,619.407,0120247,78564,wieś,Nasielsk-gmina miejsko-wiejska,nowodworski
4057,Mazewo Włościańskie,528.877,619.392,0120253,78565,wieś,Nasielsk-gmina miejsko-wiejska,nowodworski
4058,Maziarze,372.268,679.575,0628313,78589,wieś,Lipsko-gmina miejsko-wiejska,lipski
4059,Maziarze Nowe,364.711,659.283,0623072,78590,wieś,Iłża-gmina miejsko-wiejska,radomski
4060,Maziarze Stare,365.307,661.015,0623534,78591,wieś,Iłża-gmina miejsko-wiejska,radomski
4061,Mazowszany,387.972,648.788,0627153,78599,wieś,Kowala-gmina wiejska,radomski
4062,Mała Wieś,549.122,568.498,0123814,76501,wieś,Raciąż-gmina wiejska,płoński
4063,Mała Wieś,510.869,574.853,0570750,76502,wieś,Mała Wieś-gmina wiejska,płocki
4064,Mała Wieś,441.628,621.981,0614191,76504,wieś,Belsk Duży-gmina wiejska,grójecki
4065,Mała Wieś,419.338,657.084,0619461,76507,wieś,Głowaczów-gmina miejsko-wiejska,kozienicki
4066,Mała Wieś,424.444,626.191,0632869,76506,wieś,Promna-gmina wiejska,białobrzeski
4067,Mała Wieś,475.094,693.598,0682910,76503,wieś,Mrozy-gmina miejsko-wiejska,miński
4068,Mała Wieś przy Drodze,506.905,605.012,0004133,76520,wieś,Leoncin-gmina wiejska,nowodworski
4069,Mała Wysoka,425.707,626.581,0632898,76537,wieś,Promna-gmina wiejska,białobrzeski
4070,Małachowo,535.341,570.149,0563418,76556,wieś,Drobin-gmina miejsko-wiejska,płocki
4071,Małachowszczyzna,444.749,611.423,0732677,76564,wieś,Mszczonów-gmina miejsko-wiejska,żyrardowski
4072,Małaszek,552.116,675.785,0509577,76575,wieś,Długosiodło-gmina wiejska,wyszkowski
4073,Małe Boże,425.316,647.280,0638808,76612,wieś,Stromiec-gmina wiejska,białobrzeski
4074,Małe Łąki,460.619,588.763,0734788,76701,wieś,Puszcza Mariańska-gmina wiejska,żyrardowski
4075,Małgorzacin,369.241,681.391,0628299,76857,wieś,Lipsko-gmina miejsko-wiejska,lipski
4076,Małki,556.250,658.190,0519825,76875,wieś,Rzewnie-gmina wiejska,makowski
4077,Małkinia Dolna,542.763,702.536,0514354,76879,wieś,Małkinia Górna-gmina miejsko-wiejska,ostrowski
4078,Małkinia Górna,540.716,704.488,0514408,76880,miasto,Małkinia Górna-gmina miejsko-wiejska,ostrowski
4079,Małkinia Mała-Przewóz,539.663,703.778,0514414,76881,wieś,Małkinia Górna-gmina miejsko-wiejska,ostrowski
4080,Małków,494.648,660.634,0684197,76895,wieś,Poświętne-gmina wiejska,wołomiński
4081,Małocice,502.160,614.328,0001376,76911,wieś,Czosnów-gmina wiejska,nowodworski
4082,Małocin,571.036,567.351,0112130,76915,wieś,Bieżuń-gmina miejsko-wiejska,żuromiński
4083,Małomierzyce,372.609,662.799,0622888,76939,wieś,Iłża-gmina miejsko-wiejska,radomski
4084,Małopole,514.325,655.069,0509034,76943,wieś,Dąbrówka-gmina wiejska,wołomiński
4085,Małoszewo,516.577,565.521,0560472,76953,wieś,Bodzanów-gmina miejsko-wiejska,płocki
4086,Małoszywka,518.032,566.118,0560489,76964,wieś,Bodzanów-gmina miejsko-wiejska,płocki
4087,Małowidz,593.621,633.800,0510630,76968,wieś,Jednorożec-gmina wiejska,przasnyski
4088,Mały Las,585.784,561.343,0118658,77103,wieś,Lubowidz-gmina miejsko-wiejska,żuromiński
4089,Mały Stanisławów,494.109,672.319,0690000,77183,wieś,Stanisławów-gmina miejsko-wiejska,miński
4090,Małęczyn,393.014,656.796,0621328,76853,wieś,Gózd-gmina wiejska,radomski
4091,Małęczyn,432.931,655.097,0621920,76852,wieś,Grabów nad Pilicą-gmina wiejska,kozienicki
4092,Mańkowo,525.227,541.753,0576220,77339,wieś,Stara Biała-gmina wiejska,płocki
4093,Mańkowo,545.300,560.990,0579715,77340,wieś,Zawidz-gmina wiejska,sierpecki
4094,Mchowo,579.640,624.699,0517980,78793,wieś,Przasnysz-gmina wiejska,przasnyski
4095,Mchówko,578.316,626.085,0518004,78797,wieś,Przasnysz-gmina wiejska,przasnyski
4096,Mdzewko,565.847,584.757,0126959,78802,wieś,Strzegowo-gmina wiejska,mławski
4097,Mdzewo,564.930,586.131,0126965,78803,wieś,Strzegowo-gmina wiejska,mławski
4098,Mechlin,390.716,606.454,0618935,78810,wieś,Gielniów-gmina miejsko-wiejska,przysuski
4099,Melanów,387.986,676.638,0643270,78873,wieś,Zwoleń-gmina miejsko-wiejska,zwoleński
4100,Melanów,439.835,681.872,0678506,78872,wieś,Łaskarzew-gmina wiejska,garwoliński
4101,Mellerów,492.257,538.568,0577900,78881,wieś,Szczawin Kościelny-gmina wiejska,gostyniński
4102,Meszki,491.095,758.957,0015579,78937,wieś,Łosice-gmina miejsko-wiejska,łosicki
4103,Mianowo,581.597,572.956,0117802,79089,wieś,Kuczbork-Osada-gmina wiejska,żuromiński
4104,Mianowo,552.336,716.136,0407724,79090,wieś,Andrzejewo-gmina wiejska,ostrowski
4105,Miasteczko,382.108,662.763,0637186,79103,wieś,Skaryszew-gmina miejsko-wiejska,radomski
4106,Miastków Kościelny,450.195,694.233,0680934,79138,wieś,Miastków Kościelny-gmina wiejska,garwoliński
4107,Miałkówek,514.662,529.177,0564620,79077,wieś,Gostynin-gmina wiejska,gostyniński
4108,Michalczew,443.971,645.754,0640290,79187,wieś,Warka-gmina miejsko-wiejska,grójecki
4109,Michalin,525.082,657.594,0520194,79200,wieś,Somianka-gmina wiejska,wyszkowski
4110,Michalin,392.701,685.638,0643152,79207,wieś,Zwoleń-gmina miejsko-wiejska,zwoleński
4111,Michalin,451.931,603.167,0989324,79201,wieś,Mszczonów-gmina miejsko-wiejska,żyrardowski
4112,Michalinek,526.028,599.911,0122105,79212,wieś,Płońsk-gmina wiejska,płoński
4113,Michalinowo,590.832,595.568,0128941,79214,wieś,Wieczfnia Kościelna-gmina wiejska,mławski
4114,Michałki,436.103,689.966,0688284,79250,kolonia,Sobolew-gmina wiejska,garwoliński
4115,Michałowice,479.820,628.921,0005210,79292,wieś,Michałowice-gmina wiejska,pruszkowski
4116,Michałowice,420.418,619.567,0629382,79288,wieś,Mogielnica-gmina miejsko-wiejska,grójecki
4117,Michałowice-Wieś,478.732,629.919,0005227,79293,wieś,Michałowice-gmina wiejska,pruszkowski
4118,Michałowo,522.495,588.261,0119480,79320,wieś,Naruszewo-gmina wiejska,płoński
4119,Michałowo,609.492,637.867,0508069,79321,wieś,Czarnia-gmina wiejska,ostrołęcki
4120,Michałowo,553.351,668.235,0510267,88976,wieś,Goworowo-gmina wiejska,ostrołęcki
4121,Michałowo-Wróble,548.078,726.017,0394967,79326,wieś,Boguty-Pianki-gmina wiejska,ostrowski
4122,Michałów,491.789,662.657,0002849,79346,wieś,Halinów-gmina miejsko-wiejska,miński
4123,Michałów,505.034,604.549,0004104,79344,wieś,Leoncin-gmina wiejska,nowodworski
4124,Michałów,504.149,758.089,0017549,79351,wieś,Platerów-gmina wiejska,łosicki
4125,Michałów,508.224,656.848,0511522,79343,wieś,Klembów-gmina wiejska,wołomiński
4126,Michałów,423.432,662.662,0619679,79355,wieś,Głowaczów-gmina miejsko-wiejska,kozienicki
4127,Michałów,369.707,649.703,0623209,79394,wieś,Iłża-gmina miejsko-wiejska,radomski
4128,Michałów,367.100,667.240,0635632,79361,wieś,Rzeczniów-gmina wiejska,lipski
4129,Michałów,394.161,632.864,0641288,79360,wieś,Wolanów-gmina wiejska,radomski
4130,Michałów,457.091,590.346,0734877,79347,wieś,Puszcza Mariańska-gmina wiejska,żyrardowski
4131,Michałów Dolny,429.966,642.157,0640308,79389,wieś,Warka-gmina miejsko-wiejska,grójecki
4132,Michałów Górny,429.307,641.406,0640314,79392,wieś,Warka-gmina miejsko-wiejska,grójecki
4133,Michałów-Grabina,501.428,637.191,0005635,79384,wieś,Nieporęt-gmina wiejska,legionowski
4134,Michałów-Parcele,430.979,641.866,0640320,79386,wieś,Warka-gmina miejsko-wiejska,grójecki
4135,Michałów-Reginów,508.048,634.057,0005641,79387,wieś,Wieliszew-gmina wiejska,legionowski
4136,Michałówek,484.365,618.483,0005931,79411,wieś,Ożarów Mazowiecki-gmina miejsko-wiejska,warszawski zachodni
4137,Michałówek,484.433,657.652,0010062,79412,wieś,Wiązowna-gmina wiejska,otwocki
4138,Michałówek,519.933,602.702,0129863,79407,wieś,Załuski-gmina wiejska,płoński
4139,Michałówek,423.311,661.465,0619691,79413,wieś,Głowaczów-gmina miejsko-wiejska,kozienicki
4140,Michałówka,436.208,636.493,0623758,79424,wieś,Jasieniec-gmina wiejska,grójecki
4141,Michałówka,424.799,668.988,0627851,79425,wieś,Kozienice-gmina miejsko-wiejska,kozienicki
4142,Michowo,530.618,595.682,0122111,79473,wieś,Płońsk-gmina wiejska,płoński
4143,Michrów,454.433,623.382,0631522,79479,wieś,Pniewy-gmina wiejska,grójecki
4144,Michrów-Stefów,453.894,620.607,0631539,79481,wieś,Pniewy-gmina wiejska,grójecki
4145,Michrówek,454.686,622.204,0631545,79483,wieś,Pniewy-gmina wiejska,grójecki
4146,Miechowice,428.104,616.954,0629399,79520,wieś,Mogielnica-gmina miejsko-wiejska,grójecki
4147,Miechów,381.456,671.418,0626024,79536,wieś,Kazanów-gmina miejsko-wiejska,zwoleński
4148,Miechów-Kolonia,381.481,671.060,0626060,79538,wieś,Kazanów-gmina miejsko-wiejska,zwoleński
4149,Mieczki-Abramy,575.189,691.335,0522158,79561,wieś,Troszyn-gmina wiejska,ostrołęcki
4150,Mieczki-Poziemaki,576.514,692.290,0522164,79563,wieś,Troszyn-gmina wiejska,ostrołęcki
4151,Mieczki-Ziemaki,577.447,691.744,0522170,79565,wieś,Troszyn-gmina wiejska,ostrołęcki
4152,Mieczyno,533.345,565.804,0576668,79574,wieś,Staroźreby-gmina miejsko-wiejska,płocki
4153,Mieczysławów,392.449,684.702,0643123,79590,wieś,Zwoleń-gmina miejsko-wiejska,zwoleński
4154,Mieczysławówka,448.194,630.268,0622339,79592,wieś,Grójec-gmina miejsko-wiejska,grójecki
4155,Miedniewice,469.364,589.218,0739410,79601,wieś,Wiskitki-gmina miejsko-wiejska,żyrardowski
4156,Miedniewice-Gajówka,466.773,590.218,1060659,236377,osada leśna,Wiskitki-gmina miejsko-wiejska,żyrardowski
4157,Miednik,521.601,700.391,0691033,79605,wieś,Stoczek-gmina wiejska,węgrowski
4158,Miednik,522.037,700.625,0691056,196155,osada leśna,Stoczek-gmina wiejska,węgrowski
4159,Miedzanka-Gajówka,510.731,703.444,1059863,199697,osada leśna,Liw-gmina wiejska,węgrowski
4160,Miedzechów,443.456,639.179,0623764,79625,wieś,Jasieniec-gmina wiejska,grójecki
4161,Miedzna,515.770,709.798,0681224,79662,wieś,Miedzna-gmina wiejska,węgrowski
4162,Miejska Dąbrowa,418.044,656.044,0619700,79691,wieś,Głowaczów-gmina miejsko-wiejska,kozienicki
4163,Mienia,479.742,684.666,0669045,79873,wieś,Cegłów-gmina miejsko-wiejska,miński
4164,Mierniki,556.420,625.631,0115105,79904,wieś,Gołymin-Ośrodek-gmina wiejska,ciechanowski
4165,Mierzanowo,574.992,605.328,0115654,79933,wieś,Grudusk-gmina wiejska,ciechanowski
4166,Mierzanowo-Kolonia,573.921,604.792,0115660,190131,przysiółek,Grudusk-gmina wiejska,ciechanowski
4167,Mierzeniec,547.978,630.142,0116040,79943,wieś,Gzy-gmina wiejska,pułtuski
4168,Mierziączka,388.393,686.130,0633395,79959,wieś,Przyłęk-gmina wiejska,zwoleński
4169,Mierzwice-Kolonia,507.507,768.719,0018945,79969,wieś,Sarnaki-gmina wiejska,łosicki
4170,Mierzęcin,529.816,651.091,0523933,79955,wieś,Zatory-gmina wiejska,pułtuski
4171,Mierzęcin,565.128,544.630,0578472,79954,wieś,Szczutowo-gmina wiejska,sierpecki
4172,Mierżączka,446.999,683.208,0671817,80006,wieś,Górzno-gmina wiejska,garwoliński
4173,Mieszaki,552.815,550.602,0574920,80011,wieś,Sierpc-gmina wiejska,sierpecki
4174,Mieszczk,555.297,541.799,0574936,80017,wieś,Sierpc-gmina wiejska,sierpecki
4175,Mieszki Wielkie,551.375,609.874,0112578,80030,wieś,Ciechanów-gmina wiejska,ciechanowski
4176,Mieszki-Kuligi,527.078,632.793,0129337,80027,wieś,Winnica-gmina wiejska,pułtuski
4177,Mieszki-Leśniki,528.301,632.466,0129343,80028,wieś,Winnica-gmina wiejska,pułtuski
4178,Mieszki-Różki,552.424,610.863,0112526,80029,wieś,Ciechanów-gmina wiejska,ciechanowski
4179,Mieszkowo,465.857,630.307,0006416,80041,wieś,Piaseczno-gmina miejsko-wiejska,piaseczyński
4180,Mieścisko,402.889,691.035,0620056,80060,wieś,Gniewoszów-gmina wiejska,kozienicki
4181,Mijakowo,518.280,560.259,0575775,80325,wieś,Słupno-gmina wiejska,płocki
4182,Mikanów,478.127,676.559,0681862,80332,wieś,Mińsk Mazowiecki-gmina wiejska,miński
4183,Mikołajew,479.747,590.329,0738846,80378,wieś,Teresin-gmina wiejska,sochaczewski
4184,Mikołajewo,529.083,562.818,0576674,80392,wieś,Staroźreby-gmina miejsko-wiejska,płocki
4185,Mikówiec,460.992,649.344,0001867,80474,wieś,Góra Kalwaria-gmina miejsko-wiejska,piaseczyński
4186,Mikówka,420.170,638.421,0614570,80475,wieś,Białobrzegi-gmina miejsko-wiejska,białobrzeski
4187,Milanów,448.834,640.534,0616758,80521,wieś,Chynów-gmina wiejska,grójecki
4188,Milanówek,474.504,614.239,0921020,80526,miasto,Milanówek-gmina miejska,grodziski
4189,Milejowice,396.995,643.979,0642514,80553,wieś,Zakrzew-gmina wiejska,radomski
4190,Milejowice-Kolonia,397.920,643.855,0642520,199665,kolonia,Zakrzew-gmina wiejska,radomski
4191,Milew,489.200,695.163,0673851,80578,wieś,Kałuszyn-gmina miejsko-wiejska,miński
4192,Milewko,546.246,563.688,0579721,80580,wieś,Zawidz-gmina wiejska,sierpecki
4193,Milewo,534.577,595.731,0125871,80588,wieś,Sochocin-gmina miejsko-wiejska,płoński
4194,Milewo,547.277,564.374,0579738,80587,wieś,Zawidz-gmina wiejska,sierpecki
4195,Milewo Wielkie,575.716,690.250,0522201,80609,wieś,Troszyn-gmina wiejska,ostrołęcki
4196,Milewo-Brzegędy,557.625,626.782,0117328,80594,wieś,Krasne-gmina wiejska,przasnyski
4197,Milewo-Bylice,560.720,626.103,0117363,80595,kolonia,Krasne-gmina wiejska,przasnyski
4198,Milewo-Gawary,560.375,626.567,0117370,80597,kolonia,Krasne-gmina wiejska,przasnyski
4199,Milewo-Kulki,561.706,625.444,0117386,80599,kolonia,Krasne-gmina wiejska,przasnyski
4200,Milewo-Malonki,557.558,627.742,0116955,80601,wieś,Karniewo-gmina wiejska,makowski
4201,Milewo-Ruszczyny,558.546,626.864,0117334,80603,wieś,Krasne-gmina wiejska,przasnyski
4202,Milewo-Rączki,560.650,625.706,0117340,80602,wieś,Krasne-gmina wiejska,przasnyski
4203,Milewo-Szwejki,560.683,628.104,0117392,80604,wieś,Krasne-gmina wiejska,przasnyski
4204,Milewo-Tabuły,561.277,626.532,0117400,80605,wieś,Krasne-gmina wiejska,przasnyski
4205,Milewo-Tosie,574.005,690.414,0522193,80606,wieś,Troszyn-gmina wiejska,ostrołęcki
4206,Milewo-Wypychy,559.096,628.225,0116961,80607,wieś,Karniewo-gmina wiejska,makowski
4207,Milewo-Łosie,576.345,689.656,0522187,80600,wieś,Troszyn-gmina wiejska,ostrołęcki
4208,Milęcin,479.493,613.165,0000655,80618,wieś,Brwinów-gmina miejsko-wiejska,pruszkowski
4209,Mingosy,485.365,707.205,0676743,80876,wieś,Kotuń-gmina wiejska,siedlecki
4210,Miodne,395.463,675.103,0643086,80921,osada leśna,Zwoleń-gmina miejsko-wiejska,zwoleński
4211,Miodusy,542.430,553.412,0565328,80940,wieś,Gozdowo-gmina wiejska,sierpecki
4212,Miotki,507.744,727.998,0685140,80955,osada leśna,Repki-gmina wiejska,sokołowski
4213,Mireń,399.832,673.861,0630959,80972,wieś,Pionki-gmina wiejska,radomski
